Claim_ID,Policy_ID,Claim_Date,Incident_Date,Claim_Type,Claim_Channel,Claim_Amount,Estimated_Loss,Claim_Status,Claim_Priority,Documents_Submitted,Surveyor_Assigned,Fraud_Flag,Fraud_Score,Settlement_Amount,Settlement_Days,Approval_Date,Rejection_Reason,Hospital_Garage_Name,Incident_City,Incident_State
CL00520,P0834,2025-01-01,2024-12-20,Fire,Online,439334,395400,Pending,Medium,Yes,Yes,No,42,,55,2025-01-10,,Apollo,Hyderabad,TS
CL00521,P0750,2025-01-01,2024-12-20,Medical,Online,318904,287013, approved ,Medium,Yes,Yes,Yes,9,,54,2025-01-10,,Apollo,Hyderabad,TS
CL00522,P0670,2025-01-01,2024-12-20,Medical,Online,168080,151272, approved ,Medium,Yes,Yes,Yes,23,,7,2025-01-10,,City Garage,Hyderabad,TS
CL00523,P0668,2025-01-01,2024-12-20,Accident,Online,47439,42695,Approved,Low,Yes,Yes,No,74,47439,9,2025-01-10,,City Garage,Hyderabad,TS
CL00524,P0269,2025-01-01,2024-12-20,Theft,Online,36644,32979,Approved,Medium,Yes,Yes,No,92,36644,1,2025-01-10,,Apollo,Hyderabad,TS
CL00525,P0180,2025-01-01,2024-12-20,Medical,Online,22807,20526,Approved,High,Yes,Yes,No,13,22807,3,2025-01-10,,City Garage,Hyderabad,TS
CL00526,P0168,2025-01-01,2024-12-20,Fire,Online,194694,175224, approved ,High,Yes,Yes,No,22,,12,2025-01-10,,City Garage,Hyderabad,TS
CL00527,P0983,2025-01-01,2024-12-20,Fire,Online,393653,354287, approved ,Low,Yes,Yes,Yes,30,,25,2025-01-10,,City Garage,Hyderabad,TS
CL00528,P0376,2025-01-01,2024-12-20,Accident,Online,354118,318706,Approved,Medium,Yes,Yes,Yes,86,354118,55,2025-01-10,,City Garage,Hyderabad,TS
CL00529,P0659,2025-01-01,2024-12-20,Accident,Online,476114,428502,Pending,High,Yes,Yes,Yes,17,,18,2025-01-10,,City Garage,Hyderabad,TS
CL00530,P0118,2025-01-01,2024-12-20,Theft,Online,138085,124276,Pending,Low,Yes,Yes,Yes,63,,1,2025-01-10,,Apollo,Hyderabad,TS
CL00531,P0147,2025-01-01,2024-12-20,Medical,Online,366774,330096,Approved,Medium,Yes,Yes,No,29,366774,47,2025-01-10,,City Garage,Hyderabad,TS
CL00532,P0619,2025-01-01,2024-12-20,Accident,Online,299142,269227,Pending,High,Yes,Yes,No,51,,13,2025-01-10,,Apollo,Hyderabad,TS
CL00533,P0068,2025-01-01,2024-12-20,Fire,Online,259596,233636,Rejected,Medium,Yes,Yes,No,65,,40,2025-01-10,,City Garage,Hyderabad,TS
CL00534,P0124,2025-01-01,2024-12-20,Medical,Online,145468,130921, approved ,Low,Yes,Yes,Yes,46,,32,2025-01-10,,Apollo,Hyderabad,TS
CL00535,P0258,2025-01-01,2024-12-20,Theft,Online,397432,357688,Approved,High,Yes,Yes,Yes,61,397432,51,2025-01-10,,Apollo,Hyderabad,TS
CL00536,P0587,2025-01-01,2024-12-20,Medical,Online,199397,179457,Approved,High,Yes,Yes,Yes,8,199397,6,2025-01-10,,Apollo,Hyderabad,TS
CL00537,P0042,2025-01-01,2024-12-20,Medical,Online,264829,238346, approved ,High,Yes,Yes,Yes,10,,52,2025-01-10,,Apollo,Hyderabad,TS
CL00538,P0476,2025-01-01,2024-12-20,Accident,Online,425237,382713, approved ,High,Yes,Yes,Yes,11,,39,2025-01-10,,City Garage,Hyderabad,TS
CL00539,P0480,2025-01-01,2024-12-20,Fire,Online,80830,72747,Approved,Medium,Yes,Yes,No,68,80830,47,2025-01-10,,Apollo,Hyderabad,TS
CL00540,P0625,2025-01-01,2024-12-20,Accident,Online,455415,409873,Rejected,Medium,Yes,Yes,Yes,81,,58,2025-01-10,,City Garage,Hyderabad,TS
CL00541,P0084,2025-01-01,2024-12-20,Theft,Online,475166,427649,Approved,Low,Yes,Yes,Yes,51,475166,52,2025-01-10,,City Garage,Hyderabad,TS
CL00542,P0275,2025-01-01,2024-12-20,Fire,Online,62301,56070,Pending,Medium,Yes,Yes,Yes,74,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00543,P0684,2025-01-01,2024-12-20,Medical,Online,239323,215390,Rejected,Medium,Yes,Yes,No,79,,21,2025-01-10,,City Garage,Hyderabad,TS
CL00544,P0061,2025-01-01,2024-12-20,Theft,Online,499363,449426,Rejected,Medium,Yes,Yes,No,74,,4,2025-01-10,,Apollo,Hyderabad,TS
CL00545,P0712,2025-01-01,2024-12-20,Accident,Online,260705,234634,Pending,High,Yes,Yes,Yes,33,,52,2025-01-10,,Apollo,Hyderabad,TS
CL00546,P0918,2025-01-01,2024-12-20,Accident,Online,460217,414195, approved ,Low,Yes,Yes,Yes,13,,42,2025-01-10,,Apollo,Hyderabad,TS
CL00547,P0043,2025-01-01,2024-12-20,Theft,Online,152778,137500,Rejected,High,Yes,Yes,Yes,15,,12,2025-01-10,,City Garage,Hyderabad,TS
CL00548,P0812,2025-01-01,2024-12-20,Fire,Online,8655,7789,Approved,High,Yes,Yes,No,83,8655,35,2025-01-10,,Apollo,Hyderabad,TS
CL00549,P0703,2025-01-01,2024-12-20,Fire,Online,199726,179753, approved ,High,Yes,Yes,No,71,,52,2025-01-10,,City Garage,Hyderabad,TS
CL00550,P0387,2025-01-01,2024-12-20,Fire,Online,18365,16528, approved ,High,Yes,Yes,Yes,6,,8,2025-01-10,,Apollo,Hyderabad,TS
CL00551,P0670,2025-01-01,2024-12-20,Fire,Online,392190,352971,Rejected,High,Yes,Yes,No,0,,33,2025-01-10,,Apollo,Hyderabad,TS
CL00552,P0308,2025-01-01,2024-12-20,Fire,Online,227095,204385,Approved,Low,Yes,Yes,No,1,227095,3,2025-01-10,,Apollo,Hyderabad,TS
CL00553,P0991,2025-01-01,2024-12-20,Theft,Online,440796,396716, approved ,Medium,Yes,Yes,Yes,84,,19,2025-01-10,,City Garage,Hyderabad,TS
CL00554,P0812,2025-01-01,2024-12-20,Accident,Online,68691,61821, approved ,High,Yes,Yes,No,82,,18,2025-01-10,,Apollo,Hyderabad,TS
CL00555,P0275,2025-01-01,2024-12-20,Theft,Online,268583,241724, approved ,High,Yes,Yes,Yes,64,,36,2025-01-10,,Apollo,Hyderabad,TS
CL00556,P0222,2025-01-01,2024-12-20,Medical,Online,37056,33350,Pending,High,Yes,Yes,No,34,,21,2025-01-10,,Apollo,Hyderabad,TS
CL00557,P0634,2025-01-01,2024-12-20,Accident,Online,298212,268390,Pending,Medium,Yes,Yes,Yes,27,,12,2025-01-10,,City Garage,Hyderabad,TS
CL00558,P0608,2025-01-01,2024-12-20,Medical,Online,285354,256818, approved ,Low,Yes,Yes,Yes,56,,1,2025-01-10,,Apollo,Hyderabad,TS
CL00559,P0420,2025-01-01,2024-12-20,Medical,Online,448736,403862,Approved,Low,Yes,Yes,Yes,79,448736,34,2025-01-10,,City Garage,Hyderabad,TS
CL00560,P0339,2025-01-01,2024-12-20,Accident,Online,247137,222423,Rejected,Medium,Yes,Yes,Yes,11,,15,2025-01-10,,City Garage,Hyderabad,TS
CL00561,P0201,2025-01-01,2024-12-20,Accident,Online,448541,403686, approved ,Medium,Yes,Yes,Yes,67,,33,2025-01-10,,City Garage,Hyderabad,TS
CL00562,P0968,2025-01-01,2024-12-20,Medical,Online,202743,182468,Rejected,High,Yes,Yes,Yes,45,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00563,P0365,2025-01-01,2024-12-20,Fire,Online,341045,306940,Rejected,Medium,Yes,Yes,Yes,85,,5,2025-01-10,,City Garage,Hyderabad,TS
CL00564,P0857,2025-01-01,2024-12-20,Fire,Online,11637,10473,Rejected,High,Yes,Yes,No,46,,43,2025-01-10,,Apollo,Hyderabad,TS
CL00565,P0452,2025-01-01,2024-12-20,Theft,Online,41407,37266,Approved,Low,Yes,Yes,Yes,61,41407,31,2025-01-10,,Apollo,Hyderabad,TS
CL00566,P0664,2025-01-01,2024-12-20,Fire,Online,287388,258649, approved ,Low,Yes,Yes,Yes,57,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00567,P0687,2025-01-01,2024-12-20,Fire,Online,488000,439200, approved ,High,Yes,Yes,No,95,,8,2025-01-10,,Apollo,Hyderabad,TS
CL00568,P0577,2025-01-01,2024-12-20,Fire,Online,62942,56647, approved ,Medium,Yes,Yes,No,77,,54,2025-01-10,,Apollo,Hyderabad,TS
CL00569,P0112,2025-01-01,2024-12-20,Accident,Online,236470,212823,Pending,Low,Yes,Yes,No,82,,3,2025-01-10,,City Garage,Hyderabad,TS
CL00570,P0920,2025-01-01,2024-12-20,Fire,Online,210550,189495, approved ,Low,Yes,Yes,No,95,,28,2025-01-10,,City Garage,Hyderabad,TS
CL00571,P0273,2025-01-01,2024-12-20,Theft,Online,72218,64996, approved ,Low,Yes,Yes,No,37,,4,2025-01-10,,Apollo,Hyderabad,TS
CL00572,P0642,2025-01-01,2024-12-20,Fire,Online,498872,448984,Approved,High,Yes,Yes,No,93,498872,13,2025-01-10,,Apollo,Hyderabad,TS
CL00573,P0176,2025-01-01,2024-12-20,Accident,Online,379525,341572,Pending,Low,Yes,Yes,Yes,38,,15,2025-01-10,,City Garage,Hyderabad,TS
CL00574,P0865,2025-01-01,2024-12-20,Accident,Online,78721,70848,Approved,Medium,Yes,Yes,No,88,78721,48,2025-01-10,,City Garage,Hyderabad,TS
CL00575,P0308,2025-01-01,2024-12-20,Medical,Online,299761,269784,Approved,High,Yes,Yes,Yes,19,299761,18,2025-01-10,,Apollo,Hyderabad,TS
CL00576,P0353,2025-01-01,2024-12-20,Fire,Online,237427,213684,Rejected,Low,Yes,Yes,No,50,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00577,P0096,2025-01-01,2024-12-20,Medical,Online,238792,214912,Pending,Medium,Yes,Yes,No,91,,5,2025-01-10,,City Garage,Hyderabad,TS
CL00578,P0489,2025-01-01,2024-12-20,Medical,Online,97251,87525, approved ,Medium,Yes,Yes,No,54,,2,2025-01-10,,City Garage,Hyderabad,TS
CL00579,P0809,2025-01-01,2024-12-20,Accident,Online,201627,181464,Pending,High,Yes,Yes,Yes,41,,38,2025-01-10,,Apollo,Hyderabad,TS
CL00580,P0960,2025-01-01,2024-12-20,Fire,Online,493338,444004, approved ,Medium,Yes,Yes,No,38,,6,2025-01-10,,City Garage,Hyderabad,TS
CL00581,P0707,2025-01-01,2024-12-20,Theft,Online,402597,362337,Rejected,High,Yes,Yes,Yes,3,,29,2025-01-10,,Apollo,Hyderabad,TS
CL00582,P0379,2025-01-01,2024-12-20,Accident,Online,410053,369047, approved ,High,Yes,Yes,No,9,,51,2025-01-10,,Apollo,Hyderabad,TS
CL00583,P0731,2025-01-01,2024-12-20,Accident,Online,417025,375322, approved ,High,Yes,Yes,No,71,,21,2025-01-10,,Apollo,Hyderabad,TS
CL00584,P0993,2025-01-01,2024-12-20,Accident,Online,346269,311642, approved ,Medium,Yes,Yes,Yes,79,,48,2025-01-10,,City Garage,Hyderabad,TS
CL00585,P0582,2025-01-01,2024-12-20,Fire,Online,236552,212896, approved ,Medium,Yes,Yes,Yes,100,,24,2025-01-10,,City Garage,Hyderabad,TS
CL00586,P0006,2025-01-01,2024-12-20,Fire,Online,373605,336244,Rejected,High,Yes,Yes,No,62,,49,2025-01-10,,City Garage,Hyderabad,TS
CL00587,P0685,2025-01-01,2024-12-20,Fire,Online,457738,411964,Pending,Medium,Yes,Yes,Yes,67,,22,2025-01-10,,Apollo,Hyderabad,TS
CL00588,P0972,2025-01-01,2024-12-20,Medical,Online,391819,352637, approved ,Low,Yes,Yes,No,7,,53,2025-01-10,,City Garage,Hyderabad,TS
CL00589,P0769,2025-01-01,2024-12-20,Theft,Online,379404,341463,Approved,High,Yes,Yes,Yes,24,379404,55,2025-01-10,,City Garage,Hyderabad,TS
CL00590,P0379,2025-01-01,2024-12-20,Medical,Online,358604,322743,Rejected,Low,Yes,Yes,No,83,,43,2025-01-10,,Apollo,Hyderabad,TS
CL00591,P0152,2025-01-01,2024-12-20,Accident,Online,214935,193441,Pending,Low,Yes,Yes,No,3,,3,2025-01-10,,City Garage,Hyderabad,TS
CL00592,P0408,2025-01-01,2024-12-20,Fire,Online,154269,138842,Approved,Medium,Yes,Yes,Yes,93,154269,28,2025-01-10,,City Garage,Hyderabad,TS
CL00593,P0623,2025-01-01,2024-12-20,Theft,Online,260472,234424,Pending,Low,Yes,Yes,No,38,,33,2025-01-10,,City Garage,Hyderabad,TS
CL00594,P0830,2025-01-01,2024-12-20,Medical,Online,6579,5921,Rejected,Medium,Yes,Yes,No,72,,54,2025-01-10,,City Garage,Hyderabad,TS
CL00595,P0636,2025-01-01,2024-12-20,Fire,Online,228095,205285,Pending,Low,Yes,Yes,No,22,,26,2025-01-10,,Apollo,Hyderabad,TS
CL00596,P0423,2025-01-01,2024-12-20,Fire,Online,475450,427905,Approved,Medium,Yes,Yes,Yes,100,475450,29,2025-01-10,,Apollo,Hyderabad,TS
CL00597,P0752,2025-01-01,2024-12-20,Accident,Online,434471,391023, approved ,High,Yes,Yes,Yes,25,,2,2025-01-10,,City Garage,Hyderabad,TS
CL00598,P0883,2025-01-01,2024-12-20,Medical,Online,162878,146590, approved ,Low,Yes,Yes,No,55,,42,2025-01-10,,City Garage,Hyderabad,TS
CL00599,P0110,2025-01-01,2024-12-20,Theft,Online,444091,399681,Rejected,High,Yes,Yes,No,59,,17,2025-01-10,,City Garage,Hyderabad,TS
CL00600,P0586,2025-01-01,2024-12-20,Fire,Online,364053,327647,Rejected,High,Yes,Yes,No,23,,50,2025-01-10,,City Garage,Hyderabad,TS
CL00601,P0583,2025-01-01,2024-12-20,Fire,Online,274414,246972, approved ,High,Yes,Yes,Yes,24,,34,2025-01-10,,Apollo,Hyderabad,TS
CL00602,P0639,2025-01-01,2024-12-20,Theft,Online,425255,382729, approved ,Low,Yes,Yes,No,71,,45,2025-01-10,,City Garage,Hyderabad,TS
CL00603,P0092,2025-01-01,2024-12-20,Accident,Online,221667,199500,Approved,Medium,Yes,Yes,No,29,221667,31,2025-01-10,,Apollo,Hyderabad,TS
CL00604,P0212,2025-01-01,2024-12-20,Medical,Online,243206,218885, approved ,High,Yes,Yes,No,59,,22,2025-01-10,,City Garage,Hyderabad,TS
CL00605,P0606,2025-01-01,2024-12-20,Theft,Online,90409,81368,Pending,Medium,Yes,Yes,Yes,52,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00606,P0143,2025-01-01,2024-12-20,Accident,Online,184353,165917,Approved,Medium,Yes,Yes,Yes,37,184353,37,2025-01-10,,Apollo,Hyderabad,TS
CL00607,P0229,2025-01-01,2024-12-20,Fire,Online,78548,70693,Rejected,Medium,Yes,Yes,Yes,67,,42,2025-01-10,,Apollo,Hyderabad,TS
CL00608,P0302,2025-01-01,2024-12-20,Fire,Online,356857,321171,Rejected,High,Yes,Yes,No,6,,25,2025-01-10,,Apollo,Hyderabad,TS
CL00609,P0114,2025-01-01,2024-12-20,Fire,Online,363472,327124, approved ,High,Yes,Yes,No,65,,58,2025-01-10,,City Garage,Hyderabad,TS
CL00610,P0567,2025-01-01,2024-12-20,Theft,Online,145069,130562,Rejected,Low,Yes,Yes,Yes,57,,30,2025-01-10,,City Garage,Hyderabad,TS
CL00611,P0529,2025-01-01,2024-12-20,Theft,Online,90067,81060, approved ,Medium,Yes,Yes,No,50,,57,2025-01-10,,City Garage,Hyderabad,TS
CL00612,P0862,2025-01-01,2024-12-20,Fire,Online,242582,218323, approved ,Low,Yes,Yes,Yes,23,,36,2025-01-10,,City Garage,Hyderabad,TS
CL00613,P0303,2025-01-01,2024-12-20,Accident,Online,457702,411931,Pending,High,Yes,Yes,Yes,83,,56,2025-01-10,,Apollo,Hyderabad,TS
CL00614,P0243,2025-01-01,2024-12-20,Theft,Online,106083,95474,Pending,High,Yes,Yes,Yes,21,,19,2025-01-10,,City Garage,Hyderabad,TS
CL00615,P0015,2025-01-01,2024-12-20,Medical,Online,462266,416039,Rejected,Medium,Yes,Yes,Yes,70,,27,2025-01-10,,Apollo,Hyderabad,TS
CL00616,P0797,2025-01-01,2024-12-20,Accident,Online,272200,244980,Rejected,Low,Yes,Yes,No,97,,9,2025-01-10,,Apollo,Hyderabad,TS
CL00617,P0468,2025-01-01,2024-12-20,Accident,Online,383024,344721,Approved,Low,Yes,Yes,No,75,383024,55,2025-01-10,,Apollo,Hyderabad,TS
CL00618,P0581,2025-01-01,2024-12-20,Accident,Online,196993,177293, approved ,Low,Yes,Yes,No,67,,58,2025-01-10,,City Garage,Hyderabad,TS
CL00619,P0991,2025-01-01,2024-12-20,Theft,Online,9491,8541,Pending,High,Yes,Yes,No,55,,60,2025-01-10,,Apollo,Hyderabad,TS
CL00620,P0302,2025-01-01,2024-12-20,Accident,Online,223991,201591, approved ,Medium,Yes,Yes,No,39,,21,2025-01-10,,Apollo,Hyderabad,TS
CL00621,P0883,2025-01-01,2024-12-20,Medical,Online,428133,385319,Rejected,Medium,Yes,Yes,Yes,24,,17,2025-01-10,,City Garage,Hyderabad,TS
CL00622,P0295,2025-01-01,2024-12-20,Fire,Online,53735,48361,Approved,Low,Yes,Yes,No,35,53735,16,2025-01-10,,Apollo,Hyderabad,TS
CL00623,P0587,2025-01-01,2024-12-20,Theft,Online,132853,119567,Pending,High,Yes,Yes,No,11,,4,2025-01-10,,Apollo,Hyderabad,TS
CL00624,P0659,2025-01-01,2024-12-20,Medical,Online,139381,125442,Approved,Medium,Yes,Yes,Yes,97,139381,51,2025-01-10,,City Garage,Hyderabad,TS
CL00625,P0095,2025-01-01,2024-12-20,Theft,Online,349183,314264,Approved,Medium,Yes,Yes,No,60,349183,54,2025-01-10,,City Garage,Hyderabad,TS
CL00626,P0476,2025-01-01,2024-12-20,Fire,Online,361556,325400,Rejected,Low,Yes,Yes,No,68,,42,2025-01-10,,Apollo,Hyderabad,TS
CL00627,P0209,2025-01-01,2024-12-20,Accident,Online,155025,139522,Approved,High,Yes,Yes,Yes,52,155025,25,2025-01-10,,City Garage,Hyderabad,TS
CL00628,P0598,2025-01-01,2024-12-20,Fire,Online,332648,299383, approved ,High,Yes,Yes,No,88,,54,2025-01-10,,Apollo,Hyderabad,TS
CL00629,P0166,2025-01-01,2024-12-20,Fire,Online,490827,441744,Pending,High,Yes,Yes,Yes,57,,29,2025-01-10,,City Garage,Hyderabad,TS
CL00630,P0888,2025-01-01,2024-12-20,Theft,Online,406123,365510,Approved,High,Yes,Yes,No,41,406123,51,2025-01-10,,City Garage,Hyderabad,TS
CL00631,P0013,2025-01-01,2024-12-20,Fire,Online,466578,419920,Pending,Low,Yes,Yes,Yes,1,,60,2025-01-10,,City Garage,Hyderabad,TS
CL00632,P0249,2025-01-01,2024-12-20,Theft,Online,361919,325727,Approved,High,Yes,Yes,No,73,361919,51,2025-01-10,,City Garage,Hyderabad,TS
CL00633,P0409,2025-01-01,2024-12-20,Fire,Online,256543,230888, approved ,High,Yes,Yes,No,10,,42,2025-01-10,,Apollo,Hyderabad,TS
CL00634,P0558,2025-01-01,2024-12-20,Medical,Online,292493,263243,Rejected,Medium,Yes,Yes,Yes,81,,1,2025-01-10,,Apollo,Hyderabad,TS
CL00635,P0416,2025-01-01,2024-12-20,Fire,Online,61852,55666, approved ,High,Yes,Yes,Yes,76,,22,2025-01-10,,City Garage,Hyderabad,TS
CL00636,P0207,2025-01-01,2024-12-20,Fire,Online,293073,263765,Approved,High,Yes,Yes,No,29,293073,57,2025-01-10,,Apollo,Hyderabad,TS
CL00637,P0066,2025-01-01,2024-12-20,Fire,Online,334000,300600,Approved,Low,Yes,Yes,Yes,32,334000,2,2025-01-10,,City Garage,Hyderabad,TS
CL00638,P0697,2025-01-01,2024-12-20,Theft,Online,157812,142030, approved ,Medium,Yes,Yes,Yes,24,,52,2025-01-10,,Apollo,Hyderabad,TS
CL00639,P0962,2025-01-01,2024-12-20,Fire,Online,456799,411119,Rejected,Medium,Yes,Yes,Yes,99,,33,2025-01-10,,City Garage,Hyderabad,TS
CL00640,P0986,2025-01-01,2024-12-20,Fire,Online,132891,119601, approved ,Low,Yes,Yes,Yes,58,,49,2025-01-10,,City Garage,Hyderabad,TS
CL00641,P0669,2025-01-01,2024-12-20,Medical,Online,273232,245908, approved ,Low,Yes,Yes,No,56,,54,2025-01-10,,Apollo,Hyderabad,TS
CL00642,P0023,2025-01-01,2024-12-20,Theft,Online,165139,148625,Rejected,Medium,Yes,Yes,No,33,,34,2025-01-10,,City Garage,Hyderabad,TS
CL00643,P0389,2025-01-01,2024-12-20,Theft,Online,288704,259833,Approved,High,Yes,Yes,Yes,8,288704,10,2025-01-10,,City Garage,Hyderabad,TS
CL00644,P0300,2025-01-01,2024-12-20,Medical,Online,376913,339221, approved ,Low,Yes,Yes,Yes,74,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00645,P0964,2025-01-01,2024-12-20,Medical,Online,498684,448815, approved ,Low,Yes,Yes,No,50,,35,2025-01-10,,Apollo,Hyderabad,TS
CL00646,P0745,2025-01-01,2024-12-20,Medical,Online,457695,411925, approved ,Low,Yes,Yes,No,31,,3,2025-01-10,,Apollo,Hyderabad,TS
CL00647,P0339,2025-01-01,2024-12-20,Theft,Online,370065,333058, approved ,Medium,Yes,Yes,Yes,16,,3,2025-01-10,,City Garage,Hyderabad,TS
CL00648,P0617,2025-01-01,2024-12-20,Theft,Online,36493,32843,Rejected,Medium,Yes,Yes,No,14,,57,2025-01-10,,City Garage,Hyderabad,TS
CL00649,P0393,2025-01-01,2024-12-20,Accident,Online,184150,165735,Rejected,High,Yes,Yes,Yes,75,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00650,P0913,2025-01-01,2024-12-20,Accident,Online,45471,40923,Rejected,Medium,Yes,Yes,Yes,25,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00651,P0501,2025-01-01,2024-12-20,Theft,Online,332438,299194, approved ,High,Yes,Yes,No,75,,17,2025-01-10,,Apollo,Hyderabad,TS
CL00652,P0766,2025-01-01,2024-12-20,Theft,Online,140845,126760, approved ,High,Yes,Yes,Yes,80,,36,2025-01-10,,City Garage,Hyderabad,TS
CL00653,P0318,2025-01-01,2024-12-20,Fire,Online,12844,11559,Approved,Medium,Yes,Yes,No,77,12844,54,2025-01-10,,Apollo,Hyderabad,TS
CL00654,P0582,2025-01-01,2024-12-20,Theft,Online,487906,439115,Rejected,Low,Yes,Yes,Yes,21,,14,2025-01-10,,City Garage,Hyderabad,TS
CL00655,P0213,2025-01-01,2024-12-20,Accident,Online,492209,442988, approved ,Medium,Yes,Yes,No,76,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00656,P0334,2025-01-01,2024-12-20,Fire,Online,298390,268551,Approved,High,Yes,Yes,Yes,49,298390,60,2025-01-10,,City Garage,Hyderabad,TS
CL00657,P0742,2025-01-01,2024-12-20,Accident,Online,144757,130281,Pending,Low,Yes,Yes,No,78,,32,2025-01-10,,City Garage,Hyderabad,TS
CL00658,P0602,2025-01-01,2024-12-20,Fire,Online,102731,92457,Rejected,Medium,Yes,Yes,No,77,,6,2025-01-10,,City Garage,Hyderabad,TS
CL00659,P0950,2025-01-01,2024-12-20,Theft,Online,380174,342156, approved ,Medium,Yes,Yes,No,59,,55,2025-01-10,,Apollo,Hyderabad,TS
CL00660,P0835,2025-01-01,2024-12-20,Medical,Online,146636,131972, approved ,Medium,Yes,Yes,No,72,,34,2025-01-10,,City Garage,Hyderabad,TS
CL00661,P0053,2025-01-01,2024-12-20,Fire,Online,145533,130979,Rejected,Low,Yes,Yes,Yes,36,,31,2025-01-10,,City Garage,Hyderabad,TS
CL00662,P0695,2025-01-01,2024-12-20,Theft,Online,379356,341420, approved ,Low,Yes,Yes,No,100,,22,2025-01-10,,Apollo,Hyderabad,TS
CL00663,P0912,2025-01-01,2024-12-20,Fire,Online,456383,410744, approved ,High,Yes,Yes,Yes,85,,22,2025-01-10,,City Garage,Hyderabad,TS
CL00664,P0503,2025-01-01,2024-12-20,Theft,Online,418588,376729, approved ,Low,Yes,Yes,No,72,,45,2025-01-10,,City Garage,Hyderabad,TS
CL00665,P0989,2025-01-01,2024-12-20,Medical,Online,404860,364374,Approved,Medium,Yes,Yes,Yes,16,404860,33,2025-01-10,,City Garage,Hyderabad,TS
CL00666,P0436,2025-01-01,2024-12-20,Theft,Online,121068,108961,Approved,Medium,Yes,Yes,Yes,96,121068,56,2025-01-10,,Apollo,Hyderabad,TS
CL00667,P0056,2025-01-01,2024-12-20,Accident,Online,297011,267309,Rejected,Low,Yes,Yes,No,78,,44,2025-01-10,,City Garage,Hyderabad,TS
CL00668,P0830,2025-01-01,2024-12-20,Theft,Online,266829,240146,Rejected,Medium,Yes,Yes,No,12,,17,2025-01-10,,City Garage,Hyderabad,TS
CL00669,P0325,2025-01-01,2024-12-20,Accident,Online,433564,390207,Rejected,Low,Yes,Yes,No,84,,31,2025-01-10,,City Garage,Hyderabad,TS
CL00670,P0138,2025-01-01,2024-12-20,Medical,Online,415450,373905,Rejected,High,Yes,Yes,No,75,,9,2025-01-10,,Apollo,Hyderabad,TS
CL00671,P0798,2025-01-01,2024-12-20,Medical,Online,276551,248895, approved ,Low,Yes,Yes,No,95,,54,2025-01-10,,City Garage,Hyderabad,TS
CL00672,P0298,2025-01-01,2024-12-20,Fire,Online,192477,173229,Rejected,Medium,Yes,Yes,Yes,27,,49,2025-01-10,,Apollo,Hyderabad,TS
CL00673,P0897,2025-01-01,2024-12-20,Fire,Online,164639,148175,Pending,Medium,Yes,Yes,Yes,22,,48,2025-01-10,,City Garage,Hyderabad,TS
CL00674,P0332,2025-01-01,2024-12-20,Theft,Online,109982,98983, approved ,High,Yes,Yes,Yes,71,,34,2025-01-10,,City Garage,Hyderabad,TS
CL00675,P0797,2025-01-01,2024-12-20,Fire,Online,13216,11894, approved ,Medium,Yes,Yes,No,69,,20,2025-01-10,,Apollo,Hyderabad,TS
CL00676,P0469,2025-01-01,2024-12-20,Fire,Online,345782,311203,Approved,High,Yes,Yes,No,38,345782,44,2025-01-10,,Apollo,Hyderabad,TS
CL00677,P0370,2025-01-01,2024-12-20,Medical,Online,354968,319471,Pending,High,Yes,Yes,Yes,85,,13,2025-01-10,,Apollo,Hyderabad,TS
CL00678,P0096,2025-01-01,2024-12-20,Accident,Online,439701,395730,Rejected,Low,Yes,Yes,Yes,14,,39,2025-01-10,,Apollo,Hyderabad,TS
CL00679,P0515,2025-01-01,2024-12-20,Fire,Online,224653,202187, approved ,Low,Yes,Yes,Yes,18,,43,2025-01-10,,City Garage,Hyderabad,TS
CL00680,P0021,2025-01-01,2024-12-20,Medical,Online,285822,257239,Approved,High,Yes,Yes,No,46,285822,35,2025-01-10,,City Garage,Hyderabad,TS
CL00681,P0670,2025-01-01,2024-12-20,Accident,Online,220546,198491,Rejected,Medium,Yes,Yes,No,29,,28,2025-01-10,,Apollo,Hyderabad,TS
CL00682,P0051,2025-01-01,2024-12-20,Medical,Online,330186,297167,Rejected,High,Yes,Yes,Yes,59,,37,2025-01-10,,City Garage,Hyderabad,TS
CL00683,P0742,2025-01-01,2024-12-20,Medical,Online,231674,208506,Approved,Low,Yes,Yes,Yes,31,231674,26,2025-01-10,,Apollo,Hyderabad,TS
CL00684,P0856,2025-01-01,2024-12-20,Fire,Online,116722,105049,Rejected,Low,Yes,Yes,No,13,,44,2025-01-10,,City Garage,Hyderabad,TS
CL00685,P0181,2025-01-01,2024-12-20,Medical,Online,395134,355620,Pending,Medium,Yes,Yes,Yes,41,,45,2025-01-10,,City Garage,Hyderabad,TS
CL00686,P0026,2025-01-01,2024-12-20,Accident,Online,176723,159050, approved ,Low,Yes,Yes,Yes,20,,24,2025-01-10,,City Garage,Hyderabad,TS
